"","Provincia","Año_Trimestre","Transacciones"
"3831","Coruña (A)"," 2011_1º","1495"
"3832","Coruña (A)"," 2011_2º","1475"
"3833","Coruña (A)"," 2011_3º","1616"
"3834","Coruña (A)"," 2011_4º","2396"
"3835","Coruña (A)"," 2012_1º","1330"
"3836","Coruña (A)"," 2012_2º","1565"
"3837","Coruña (A)"," 2012_3º","1522"
"3838","Coruña (A)"," 2012_4º","2926"
"3839","Coruña (A)"," 2013_1º","942"
"3840","Coruña (A)"," 2013_2º","1384"
"3841","Coruña (A)"," 2013_3º","1131"
"3842","Coruña (A)"," 2013_4º","1617"
"3843","Coruña (A)"," 2014_1º","1218"
"3844","Coruña (A)"," 2014_2º","1466"
"3845","Coruña (A)"," 2014_3º","1463"
"3846","Coruña (A)"," 2014_4º","1875"
"3847","Coruña (A)"," 2015_1º","1348"
"3848","Coruña (A)"," 2015_2º","1772"
"3849","Coruña (A)"," 2015_3º","1489"
"3850","Coruña (A)"," 2015_4º","1772"
"3851","Coruña (A)"," 2016_1º","1534"
"3852","Coruña (A)"," 2016_2º","1736"
"3853","Coruña (A)"," 2016_3º","1645"
"3854","Coruña (A)"," 2016_4º","1791"
"3855","Coruña (A)"," 2017_1º","1780"
"3856","Coruña (A)"," 2017_2º","2040"
"3857","Coruña (A)"," 2017_3º","1762"
"3858","Coruña (A)"," 2017_4º","2104"
"3859","Coruña (A)"," 2018_1º","1873"
"3860","Coruña (A)"," 2018_2º","2357"
"3861","Coruña (A)"," 2018_3º","2053"
"3862","Coruña (A)"," 2018_4º","2406"
"3863","Coruña (A)"," 2019_1º","2105"
"3864","Coruña (A)"," 2019_2º","2384"
"3865","Coruña (A)"," 2019_3º","2047"
"3866","Coruña (A)"," 2019_4º","2466"
"3867","Coruña (A)"," 2020_1º","1939"
"3868","Coruña (A)"," 2020_2º","1211"
"3869","Coruña (A)"," 2020_3º","2450"
"3870","Coruña (A)"," 2020_4º","2957"
"3871","Coruña (A)"," 2021_1º","2214"
"3872","Coruña (A)"," 2021_2º","2757"
"3873","Coruña (A)"," 2021_3º","2818"
"3874","Coruña (A)"," 2021_4º","3051"
"3875","Coruña (A)"," 2022_1º","2691"
"3876","Coruña (A)"," 2022_2º","3117"
"3877","Coruña (A)"," 2022_3º","2880"
"3878","Coruña (A)"," 2022_4º","2799"
"3879","Coruña (A)"," 2023_1º","2582"
"3880","Coruña (A)"," 2023_2 (**)","2617"
"3881","Coruña (A)"," 2004_1º","2310"
"3882","Coruña (A)"," 2004_2º","3264"
"3883","Coruña (A)"," 2004_3º","4082"
"3884","Coruña (A)"," 2004_4º","4097"
"3885","Coruña (A)"," 2005_1º","3179"
"3886","Coruña (A)"," 2005_2º","4076"
"3887","Coruña (A)"," 2005_3º","4332"
"3888","Coruña (A)"," 2005_4º","4203"
"3889","Coruña (A)"," 2006_1º","4671"
"3890","Coruña (A)"," 2006_2º","4360"
"3891","Coruña (A)"," 2006_3º","4454"
"3892","Coruña (A)"," 2006_4º","4854"
"3893","Coruña (A)"," 2007_1º","4422"
"3894","Coruña (A)"," 2007_2º","4661"
"3895","Coruña (A)"," 2007_3º","4564"
"3896","Coruña (A)"," 2007_4º","4172"
"3897","Coruña (A)"," 2008_1º","3507"
"3898","Coruña (A)"," 2008_2º","3863"
"3899","Coruña (A)"," 2008_3º","2906"
"3900","Coruña (A)"," 2008_4º","2443"
"3901","Lugo"," 2009_1º","764"
"3902","Lugo"," 2009_2º","860"
"3903","Lugo"," 2009_3º","879"
"3904","Lugo"," 2009_4º","922"
"3905","Lugo"," 2010_1º","876"
"3906","Lugo"," 2010_2º","1231"
"3907","Lugo"," 2010_3º","642"
"3908","Lugo"," 2010_4º","1089"
"3909","Lugo"," 2011_1º","677"
"3910","Lugo"," 2011_2º","522"
"3911","Lugo"," 2011_3º","488"
"3912","Lugo"," 2011_4º","749"
"3913","Lugo"," 2012_1º","442"
"3914","Lugo"," 2012_2º","455"
"3915","Lugo"," 2012_3º","524"
"3916","Lugo"," 2012_4º","1050"
"3917","Lugo"," 2013_1º","411"
"3918","Lugo"," 2013_2º","473"
"3919","Lugo"," 2013_3º","589"
"3920","Lugo"," 2013_4º","779"
"3921","Lugo"," 2014_1º","589"
"3922","Lugo"," 2014_2º","543"
"3923","Lugo"," 2014_3º","624"
"3924","Lugo"," 2014_4º","687"
"3925","Lugo"," 2015_1º","575"
"3926","Lugo"," 2015_2º","641"
"3927","Lugo"," 2015_3º","618"
"3928","Lugo"," 2015_4º","583"
"3929","Lugo"," 2016_1º","507"
"3930","Lugo"," 2016_2º","625"
"3931","Lugo"," 2016_3º","596"
"3932","Lugo"," 2016_4º","679"
"3933","Lugo"," 2017_1º","530"
"3934","Lugo"," 2017_2º","582"
"3935","Lugo"," 2017_3º","619"
"3936","Lugo"," 2017_4º","638"
"3937","Lugo"," 2018_1º","684"
"3938","Lugo"," 2018_2º","692"
"3939","Lugo"," 2018_3º","690"
"3940","Lugo"," 2018_4º","691"
"3941","Lugo"," 2019_1º","717"
"3942","Lugo"," 2019_2º","700"
"3943","Lugo"," 2019_3º","691"
"3944","Lugo"," 2019_4º","758"
"3945","Lugo"," 2020_1º","538"
"3946","Lugo"," 2020_2º","376"
"3947","Lugo"," 2020_3º","897"
"3948","Lugo"," 2020_4º","907"
"3949","Lugo"," 2021_1º","815"
"3950","Lugo"," 2021_2º","942"
"3951","Lugo"," 2021_3º","998"
"3952","Lugo"," 2021_4º","1052"
"3953","Lugo"," 2022_1º","844"
"3954","Lugo"," 2022_2º","878"
"3955","Lugo"," 2022_3º","978"
"3956","Lugo"," 2022_4º","915"
"3957","Lugo"," 2023_1º","830"
"3958","Lugo"," 2023_2 (**)","913"
"3959","Lugo"," 2004_1º","962"
"3960","Lugo"," 2004_2º","976"
"3961","Lugo"," 2004_3º","1171"
"3962","Lugo"," 2004_4º","1225"
"3963","Lugo"," 2005_1º","1026"
"3964","Lugo"," 2005_2º","1229"
"3965","Lugo"," 2005_3º","1343"
"3966","Lugo"," 2005_4º","1400"
"3967","Lugo"," 2006_1º","1025"
"3968","Lugo"," 2006_2º","1338"
"3969","Lugo"," 2006_3º","1363"
"3970","Lugo"," 2006_4º","1195"
"3971","Lugo"," 2007_1º","1179"
"3972","Lugo"," 2007_2º","1461"
"3973","Lugo"," 2007_3º","1297"
"3974","Lugo"," 2007_4º","1145"
"3975","Lugo"," 2008_1º","952"
"3976","Lugo"," 2008_2º","1135"
"3977","Lugo"," 2008_3º","1143"
"3978","Lugo"," 2008_4º","1080"
"3979","Ourense"," 2009_1º","628"
"3980","Ourense"," 2009_2º","609"
"3981","Ourense"," 2009_3º","607"
"3982","Ourense"," 2009_4º","579"
"3983","Ourense"," 2010_1º","538"
"3984","Ourense"," 2010_2º","945"
"3985","Ourense"," 2010_3º","516"
"3986","Ourense"," 2010_4º","871"
"3987","Ourense"," 2011_1º","359"
"3988","Ourense"," 2011_2º","449"
"3989","Ourense"," 2011_3º","430"
"3990","Ourense"," 2011_4º","577"
"3991","Ourense"," 2012_1º","313"
"3992","Ourense"," 2012_2º","377"
"3993","Ourense"," 2012_3º","370"
"3994","Ourense"," 2012_4º","665"
"3995","Ourense"," 2013_1º","187"
"3996","Ourense"," 2013_2º","302"
"3997","Ourense"," 2013_3º","317"
"3998","Ourense"," 2013_4º","332"
"3999","Ourense"," 2014_1º","295"
"4000","Ourense"," 2014_2º","284"
"4001","Ourense"," 2014_3º","331"
"4002","Ourense"," 2014_4º","479"
"4003","Ourense"," 2015_1º","297"
"4004","Ourense"," 2015_2º","360"
"4005","Ourense"," 2015_3º","370"
"4006","Ourense"," 2015_4º","387"
"4007","Ourense"," 2016_1º","342"
"4008","Ourense"," 2016_2º","431"
"4009","Ourense"," 2016_3º","402"
"4010","Ourense"," 2016_4º","400"
"4011","Ourense"," 2017_1º","363"
"4012","Ourense"," 2017_2º","464"
"4013","Ourense"," 2017_3º","447"
"4014","Ourense"," 2017_4º","468"
"4015","Ourense"," 2018_1º","443"
"4016","Ourense"," 2018_2º","498"
"4017","Ourense"," 2018_3º","495"
"4018","Ourense"," 2018_4º","478"
"4019","Ourense"," 2019_1º","466"
"4020","Ourense"," 2019_2º","535"
"4021","Ourense"," 2019_3º","475"
"4022","Ourense"," 2019_4º","564"
"4023","Ourense"," 2020_1º","455"
"4024","Ourense"," 2020_2º","263"
"4025","Ourense"," 2020_3º","689"
"4026","Ourense"," 2020_4º","635"
"4027","Ourense"," 2021_1º","483"
"4028","Ourense"," 2021_2º","634"
"4029","Ourense"," 2021_3º","645"
"4030","Ourense"," 2021_4º","691"
"4031","Ourense"," 2022_1º","591"
"4032","Ourense"," 2022_2º","719"
"4033","Ourense"," 2022_3º","718"
"4034","Ourense"," 2022_4º","754"
"4035","Ourense"," 2023_1º","662"
"4036","Ourense"," 2023_2 (**)","650"
"4037","Ourense"," 2004_1º","450"
"4038","Ourense"," 2004_2º","591"
"4039","Ourense"," 2004_3º","704"
"4040","Ourense"," 2004_4º","702"
"4041","Ourense"," 2005_1º","616"
"4042","Ourense"," 2005_2º","873"
"4043","Ourense"," 2005_3º","1026"
"4044","Ourense"," 2005_4º","881"
"4045","Ourense"," 2006_1º","794"
"4046","Ourense"," 2006_2º","898"
"4047","Ourense"," 2006_3º","844"
"4048","Ourense"," 2006_4º","860"
"4049","Ourense"," 2007_1º","998"
"4050","Ourense"," 2007_2º","854"
"4051","Ourense"," 2007_3º","962"
"4052","Ourense"," 2007_4º","925"
"4053","Ourense"," 2008_1º","761"
"4054","Ourense"," 2008_2º","777"
"4055","Ourense"," 2008_3º","853"
"4056","Ourense"," 2008_4º","751"
"4057","Pontevedra"," 2009_1º","1720"
"4058","Pontevedra"," 2009_2º","1756"
"4059","Pontevedra"," 2009_3º","1873"
"4060","Pontevedra"," 2009_4º","1834"
"4061","Pontevedra"," 2010_1º","1558"
"4062","Pontevedra"," 2010_2º","2166"
"4063","Pontevedra"," 2010_3º","1281"
"4064","Pontevedra"," 2010_4º","2458"
"4065","Pontevedra"," 2011_1º","950"
"4066","Pontevedra"," 2011_2º","1131"
"4067","Pontevedra"," 2011_3º","1126"
"4068","Pontevedra"," 2011_4º","1669"
"4069","Pontevedra"," 2012_1º","725"
"4070","Pontevedra"," 2012_2º","1070"
"4071","Pontevedra"," 2012_3º","1043"
"4072","Pontevedra"," 2012_4º","1993"
"4073","Pontevedra"," 2013_1º","643"
"4074","Pontevedra"," 2013_2º","939"
"4075","Pontevedra"," 2013_3º","753"
"4076","Pontevedra"," 2013_4º","1078"
"4077","Pontevedra"," 2014_1º","874"
"4078","Pontevedra"," 2014_2º","1022"
"4079","Pontevedra"," 2014_3º","954"
"4080","Pontevedra"," 2014_4º","1333"
"4081","Pontevedra"," 2015_1º","918"
"4082","Pontevedra"," 2015_2º","1074"
"4083","Pontevedra"," 2015_3º","1172"
"4084","Pontevedra"," 2015_4º","1257"
"4085","Pontevedra"," 2016_1º","1053"
"4086","Pontevedra"," 2016_2º","1299"
"4087","Pontevedra"," 2016_3º","1160"
"4088","Pontevedra"," 2016_4º","1404"
"4089","Pontevedra"," 2017_1º","1343"
"4090","Pontevedra"," 2017_2º","1556"
"4091","Pontevedra"," 2017_3º","1408"
"4092","Pontevedra"," 2017_4º","1451"
"4093","Pontevedra"," 2018_1º","1384"
"4094","Pontevedra"," 2018_2º","1782"
"4095","Pontevedra"," 2018_3º","1583"
"4096","Pontevedra"," 2018_4º","1677"
"4097","Pontevedra"," 2019_1º","1472"
"4098","Pontevedra"," 2019_2º","1747"
"4099","Pontevedra"," 2019_3º","1442"
"4100","Pontevedra"," 2019_4º","1893"
"4101","Pontevedra"," 2020_1º","1473"
"4102","Pontevedra"," 2020_2º","952"
"4103","Pontevedra"," 2020_3º","1764"
"4104","Pontevedra"," 2020_4º","1950"
"4105","Pontevedra"," 2021_1º","1680"
"4106","Pontevedra"," 2021_2º","2145"
"4107","Pontevedra"," 2021_3º","2043"
"4108","Pontevedra"," 2021_4º","2240"
"4109","Pontevedra"," 2022_1º","1932"
"4110","Pontevedra"," 2022_2º","2206"
"4111","Pontevedra"," 2022_3º","2012"
"4112","Pontevedra"," 2022_4º","1985"
"4113","Pontevedra"," 2023_1º","1658"
"4114","Pontevedra"," 2023_2 (**)","1876"
"4115","Pontevedra"," 2004_1º","2154"
"4116","Pontevedra"," 2004_2º","2861"
"4117","Pontevedra"," 2004_3º","2964"
"4118","Pontevedra"," 2004_4º","2698"
"4119","Pontevedra"," 2005_1º","2236"
"4120","Pontevedra"," 2005_2º","2898"
"4121","Pontevedra"," 2005_3º","3450"
"4122","Pontevedra"," 2005_4º","3371"
"4123","Pontevedra"," 2006_1º","2938"
"4124","Pontevedra"," 2006_2º","3032"
"4125","Pontevedra"," 2006_3º","3106"
"4126","Pontevedra"," 2006_4º","2849"
"4127","Pontevedra"," 2007_1º","2795"
"4128","Pontevedra"," 2007_2º","2993"
"4129","Pontevedra"," 2007_3º","3109"
"4130","Pontevedra"," 2007_4º","3184"
"4131","Pontevedra"," 2008_1º","2741"
"4132","Pontevedra"," 2008_2º","2632"
"4133","Pontevedra"," 2008_3º","2070"
"4134","Pontevedra"," 2008_4º","1961"
"4135","Madrid (Comunidad de)"," 2009_1º","11789"
"4136","Madrid (Comunidad de)"," 2009_2º","14235"
"4137","Madrid (Comunidad de)"," 2009_3º","12968"
"4138","Madrid (Comunidad de)"," 2009_4º","18521"
"4139","Madrid (Comunidad de)"," 2010_1º","12824"
"4140","Madrid (Comunidad de)"," 2010_2º","19717"
"4141","Madrid (Comunidad de)"," 2010_3º","9729"
"4142","Madrid (Comunidad de)"," 2010_4º","20529"
"4143","Madrid (Comunidad de)"," 2011_1º","9378"
"4144","Madrid (Comunidad de)"," 2011_2º","12397"
"4145","Madrid (Comunidad de)"," 2011_3º","8778"
"4146","Madrid (Comunidad de)"," 2011_4º","14758"
"4147","Madrid (Comunidad de)"," 2012_1º","8289"
"4148","Madrid (Comunidad de)"," 2012_2º","9779"
"4149","Madrid (Comunidad de)"," 2012_3º","8523"
"4150","Madrid (Comunidad de)"," 2012_4º","18668"
"4151","Madrid (Comunidad de)"," 2013_1º","6589"
"4152","Madrid (Comunidad de)"," 2013_2º","10087"
"4153","Madrid (Comunidad de)"," 2013_3º","7784"
"4154","Madrid (Comunidad de)"," 2013_4º","15720"
"4155","Madrid (Comunidad de)"," 2014_1º","12144"
"4156","Madrid (Comunidad de)"," 2014_2º","12865"
"4157","Madrid (Comunidad de)"," 2014_3º","10710"
"4158","Madrid (Comunidad de)"," 2014_4º","16978"
"4159","Madrid (Comunidad de)"," 2015_1º","12479"
"4160","Madrid (Comunidad de)"," 2015_2º","15214"
"4161","Madrid (Comunidad de)"," 2015_3º","12577"
"4162","Madrid (Comunidad de)"," 2015_4º","17161"
"4163","Madrid (Comunidad de)"," 2016_1º","15703"
"4164","Madrid (Comunidad de)"," 2016_2º","18010"
"4165","Madrid (Comunidad de)"," 2016_3º","14967"
"4166","Madrid (Comunidad de)"," 2016_4º","18686"
"4167","Madrid (Comunidad de)"," 2017_1º","19351"
"4168","Madrid (Comunidad de)"," 2017_2º","21614"
"4169","Madrid (Comunidad de)"," 2017_3º","17957"
"4170","Madrid (Comunidad de)"," 2017_4º","21691"
"4171","Madrid (Comunidad de)"," 2018_1º","19824"
"4172","Madrid (Comunidad de)"," 2018_2º","24284"
"4173","Madrid (Comunidad de)"," 2018_3º","18111"
"4174","Madrid (Comunidad de)"," 2018_4º","23075"
"4175","Madrid (Comunidad de)"," 2019_1º","19562"
"4176","Madrid (Comunidad de)"," 2019_2º","19987"
"4177","Madrid (Comunidad de)"," 2019_3º","16611"
"4178","Madrid (Comunidad de)"," 2019_4º","22474"
"4179","Madrid (Comunidad de)"," 2020_1º","15944"
"4180","Madrid (Comunidad de)"," 2020_2º","11460"
"4181","Madrid (Comunidad de)"," 2020_3º","17324"
"4182","Madrid (Comunidad de)"," 2020_4º","22410"
"4183","Madrid (Comunidad de)"," 2021_1º","20259"
"4184","Madrid (Comunidad de)"," 2021_2º","24986"
"4185","Madrid (Comunidad de)"," 2021_3º","20692"
"4186","Madrid (Comunidad de)"," 2021_4º","25140"
"4187","Madrid (Comunidad de)"," 2022_1º","24082"
"4188","Madrid (Comunidad de)"," 2022_2º","25078"
"4189","Madrid (Comunidad de)"," 2022_3º","19723"
"4190","Madrid (Comunidad de)"," 2022_4º","21523"
"4191","Madrid (Comunidad de)"," 2023_1º","19442"
"4192","Madrid (Comunidad de)"," 2023_2 (**)","20227"
"4193","Madrid (Comunidad de)"," 2004_1º","26882"
"4194","Madrid (Comunidad de)"," 2004_2º","28210"
"4195","Madrid (Comunidad de)"," 2004_3º","23830"
"4196","Madrid (Comunidad de)"," 2004_4º","31980"
"4197","Madrid (Comunidad de)"," 2005_1º","24502"
"4198","Madrid (Comunidad de)"," 2005_2º","28442"
"4199","Madrid (Comunidad de)"," 2005_3º","24017"
"4200","Madrid (Comunidad de)"," 2005_4º","30068"
"4201","Madrid (Comunidad de)"," 2006_1º","28427"
"4202","Madrid (Comunidad de)"," 2006_2º","29046"
"4203","Madrid (Comunidad de)"," 2006_3º","23899"
"4204","Madrid (Comunidad de)"," 2006_4º","27097"
"4205","Madrid (Comunidad de)"," 2007_1º","22605"
"4206","Madrid (Comunidad de)"," 2007_2º","20542"
"4207","Madrid (Comunidad de)"," 2007_3º","17364"
"4208","Madrid (Comunidad de)"," 2007_4º","19604"
"4209","Madrid (Comunidad de)"," 2008_1º","15424"
"4210","Madrid (Comunidad de)"," 2008_2º","16968"
"4211","Madrid (Comunidad de)"," 2008_3º","11116"
"4212","Madrid (Comunidad de)"," 2008_4º","12308"
"4213","Murcia (Región de)"," 2009_1º","5201"
"4214","Murcia (Región de)"," 2009_2º","6029"
"4215","Murcia (Región de)"," 2009_3º","4338"
"4216","Murcia (Región de)"," 2009_4º","4935"
"4217","Murcia (Región de)"," 2010_1º","3919"
"4218","Murcia (Región de)"," 2010_2º","5584"
"4219","Murcia (Región de)"," 2010_3º","2530"
"4220","Murcia (Región de)"," 2010_4º","5047"
"4221","Murcia (Región de)"," 2011_1º","2588"
"4222","Murcia (Región de)"," 2011_2º","2875"
"4223","Murcia (Región de)"," 2011_3º","2241"
"4224","Murcia (Región de)"," 2011_4º","3234"
"4225","Murcia (Región de)"," 2012_1º","2052"
"4226","Murcia (Región de)"," 2012_2º","2676"
"4227","Murcia (Región de)"," 2012_3º","2283"
"4228","Murcia (Región de)"," 2012_4º","4305"
"4229","Murcia (Región de)"," 2013_1º","2065"
"4230","Murcia (Región de)"," 2013_2º","2858"
"4231","Murcia (Región de)"," 2013_3º","2274"
"4232","Murcia (Región de)"," 2013_4º","2665"
"4233","Murcia (Región de)"," 2014_1º","2527"
"4234","Murcia (Región de)"," 2014_2º","2764"
"4235","Murcia (Región de)"," 2014_3º","2490"
"4236","Murcia (Región de)"," 2014_4º","3228"
"4237","Murcia (Región de)"," 2015_1º","2411"
"4238","Murcia (Región de)"," 2015_2º","3409"
"4239","Murcia (Región de)"," 2015_3º","3579"
"4240","Murcia (Región de)"," 2015_4º","3389"
"4241","Murcia (Región de)"," 2016_1º","3262"
"4242","Murcia (Región de)"," 2016_2º","3804"
"4243","Murcia (Región de)"," 2016_3º","2947"
"4244","Murcia (Región de)"," 2016_4º","3625"
"4245","Murcia (Región de)"," 2017_1º","3432"
"4246","Murcia (Región de)"," 2017_2º","4208"
"4247","Murcia (Región de)"," 2017_3º","3393"
"4248","Murcia (Región de)"," 2017_4º","4414"
"4249","Murcia (Región de)"," 2018_1º","4157"
"4250","Murcia (Región de)"," 2018_2º","4988"
"4251","Murcia (Región de)"," 2018_3º","4162"
"4252","Murcia (Región de)"," 2018_4º","4906"
"4253","Murcia (Región de)"," 2019_1º","4426"
"4254","Murcia (Región de)"," 2019_2º","5077"
"4255","Murcia (Región de)"," 2019_3º","4266"
"4256","Murcia (Región de)"," 2019_4º","5527"
"4257","Murcia (Región de)"," 2020_1º","3802"
"4258","Murcia (Región de)"," 2020_2º","2790"
"4259","Murcia (Región de)"," 2020_3º","4786"
"4260","Murcia (Región de)"," 2020_4º","5540"
"4261","Murcia (Región de)"," 2021_1º","4901"
"4262","Murcia (Región de)"," 2021_2º","6487"
"4263","Murcia (Región de)"," 2021_3º","5382"
"4264","Murcia (Región de)"," 2021_4º","6899"
"4265","Murcia (Región de)"," 2022_1º","6166"
"4266","Murcia (Región de)"," 2022_2º","6685"
"4267","Murcia (Región de)"," 2022_3º","6155"
"4268","Murcia (Región de)"," 2022_4º","6461"
"4269","Murcia (Región de)"," 2023_1º","5586"
"4270","Murcia (Región de)"," 2023_2 (**)","6744"
"4271","Murcia (Región de)"," 2004_1º","8033"
"4272","Murcia (Región de)"," 2004_2º","8370"
"4273","Murcia (Región de)"," 2004_3º","7912"
"4274","Murcia (Región de)"," 2004_4º","9336"
"4275","Murcia (Región de)"," 2005_1º","7253"
"4276","Murcia (Región de)"," 2005_2º","10508"
"4277","Murcia (Región de)"," 2005_3º","8598"
"4278","Murcia (Región de)"," 2005_4º","9831"
"4279","Murcia (Región de)"," 2006_1º","9687"
"4280","Murcia (Región de)"," 2006_2º","10800"
"4281","Murcia (Región de)"," 2006_3º","8930"
"4282","Murcia (Región de)"," 2006_4º","10480"
"4283","Murcia (Región de)"," 2007_1º","9663"
"4284","Murcia (Región de)"," 2007_2º","10129"
"4285","Murcia (Región de)"," 2007_3º","7458"
"4286","Murcia (Región de)"," 2007_4º","7846"
"4287","Murcia (Región de)"," 2008_1º","7618"
"4288","Murcia (Región de)"," 2008_2º","7029"
"4289","Murcia (Región de)"," 2008_3º","6222"
"4290","Murcia (Región de)"," 2008_4º","5532"
"4291","Navarra (C. Foral de)"," 2009_1º","1754"
"4292","Navarra (C. Foral de)"," 2009_2º","1760"
"4293","Navarra (C. Foral de)"," 2009_3º","1328"
"4294","Navarra (C. Foral de)"," 2009_4º","1880"
"4295","Navarra (C. Foral de)"," 2010_1º","1868"
"4296","Navarra (C. Foral de)"," 2010_2º","1975"
"4297","Navarra (C. Foral de)"," 2010_3º","779"
"4298","Navarra (C. Foral de)"," 2010_4º","1265"
"4299","Navarra (C. Foral de)"," 2011_1º","902"
"4300","Navarra (C. Foral de)"," 2011_2º","1110"
"4301","Navarra (C. Foral de)"," 2011_3º","1302"
"4302","Navarra (C. Foral de)"," 2011_4º","2024"
"4303","Navarra (C. Foral de)"," 2012_1º","757"
"4304","Navarra (C. Foral de)"," 2012_2º","946"
"4305","Navarra (C. Foral de)"," 2012_3º","647"
"4306","Navarra (C. Foral de)"," 2012_4º","2101"
"4307","Navarra (C. Foral de)"," 2013_1º","474"
"4308","Navarra (C. Foral de)"," 2013_2º","781"
"4309","Navarra (C. Foral de)"," 2013_3º","778"
"4310","Navarra (C. Foral de)"," 2013_4º","1350"
"4311","Navarra (C. Foral de)"," 2014_1º","976"
"4312","Navarra (C. Foral de)"," 2014_2º","1133"
"4313","Navarra (C. Foral de)"," 2014_3º","968"
"4314","Navarra (C. Foral de)"," 2014_4º","1350"
"4315","Navarra (C. Foral de)"," 2015_1º","1001"
"4316","Navarra (C. Foral de)"," 2015_2º","1121"
"4317","Navarra (C. Foral de)"," 2015_3º","886"
"4318","Navarra (C. Foral de)"," 2015_4º","1525"
"4319","Navarra (C. Foral de)"," 2016_1º","1119"
"4320","Navarra (C. Foral de)"," 2016_2º","1267"
"4321","Navarra (C. Foral de)"," 2016_3º","1103"
"4322","Navarra (C. Foral de)"," 2016_4º","1457"
"4323","Navarra (C. Foral de)"," 2017_1º","1455"
"4324","Navarra (C. Foral de)"," 2017_2º","1593"
"4325","Navarra (C. Foral de)"," 2017_3º","1268"
"4326","Navarra (C. Foral de)"," 2017_4º","1724"
"4327","Navarra (C. Foral de)"," 2018_1º","1574"
"4328","Navarra (C. Foral de)"," 2018_2º","2014"
"4329","Navarra (C. Foral de)"," 2018_3º","1806"
"4330","Navarra (C. Foral de)"," 2018_4º","1762"
"4331","Navarra (C. Foral de)"," 2019_1º","1515"
"4332","Navarra (C. Foral de)"," 2019_2º","1715"
"4333","Navarra (C. Foral de)"," 2019_3º","1409"
"4334","Navarra (C. Foral de)"," 2019_4º","1882"
"4335","Navarra (C. Foral de)"," 2020_1º","1459"
"4336","Navarra (C. Foral de)"," 2020_2º","1270"
"4337","Navarra (C. Foral de)"," 2020_3º","1529"
"4338","Navarra (C. Foral de)"," 2020_4º","2106"
"4339","Navarra (C. Foral de)"," 2021_1º","1908"
"4340","Navarra (C. Foral de)"," 2021_2º","2105"
"4341","Navarra (C. Foral de)"," 2021_3º","1801"
"4342","Navarra (C. Foral de)"," 2021_4º","2211"
"4343","Navarra (C. Foral de)"," 2022_1º","2110"
"4344","Navarra (C. Foral de)"," 2022_2º","2439"
"4345","Navarra (C. Foral de)"," 2022_3º","1698"
"4346","Navarra (C. Foral de)"," 2022_4º","1788"
"4347","Navarra (C. Foral de)"," 2023_1º","1865"
"4348","Navarra (C. Foral de)"," 2023_2 (**)","1731"
"4349","Navarra (C. Foral de)"," 2004_1º","1275"
"4350","Navarra (C. Foral de)"," 2004_2º","1344"
"4351","Navarra (C. Foral de)"," 2004_3º","1423"
"4352","Navarra (C. Foral de)"," 2004_4º","1604"
"4353","Navarra (C. Foral de)"," 2005_1º","1269"
"4354","Navarra (C. Foral de)"," 2005_2º","1416"
"4355","Navarra (C. Foral de)"," 2005_3º","1350"
"4356","Navarra (C. Foral de)"," 2005_4º","2411"
"4357","Navarra (C. Foral de)"," 2006_1º","2320"
"4358","Navarra (C. Foral de)"," 2006_2º","2448"
"4359","Navarra (C. Foral de)"," 2006_3º","2456"
"4360","Navarra (C. Foral de)"," 2006_4º","2546"
"4361","Navarra (C. Foral de)"," 2007_1º","2423"
"4362","Navarra (C. Foral de)"," 2007_2º","2579"
"4363","Navarra (C. Foral de)"," 2007_3º","1770"
"4364","Navarra (C. Foral de)"," 2007_4º","1888"
"4365","Navarra (C. Foral de)"," 2008_1º","1494"
"4366","Navarra (C. Foral de)"," 2008_2º","2082"
"4367","Navarra (C. Foral de)"," 2008_3º","1611"
"4368","Navarra (C. Foral de)"," 2008_4º","1663"
"4369","País Vasco"," 2009_1º","3842"
"4370","País Vasco"," 2009_2º","4247"
"4371","País Vasco"," 2009_3º","4319"
"4372","País Vasco"," 2009_4º","5316"
"4373","País Vasco"," 2010_1º","6052"
"4374","País Vasco"," 2010_2º","7691"
"4375","País Vasco"," 2010_3º","3689"
"4376","País Vasco"," 2010_4º","5892"
"4377","País Vasco"," 2011_1º","3619"
"4378","País Vasco"," 2011_2º","4302"
"4379","País Vasco"," 2011_3º","4092"
"4380","País Vasco"," 2011_4º","6096"
"4381","País Vasco"," 2012_1º","2584"
"4382","País Vasco"," 2012_2º","3327"
"4383","País Vasco"," 2012_3º","2870"
"4384","País Vasco"," 2012_4º","6214"
"4385","País Vasco"," 2013_1º","1731"
"4386","País Vasco"," 2013_2º","2650"
"4387","País Vasco"," 2013_3º","2473"
"4388","País Vasco"," 2013_4º","3882"
"4389","País Vasco"," 2014_1º","3039"
"4390","País Vasco"," 2014_2º","3437"
"4391","País Vasco"," 2014_3º","2954"
"4392","País Vasco"," 2014_4º","4582"
"4393","País Vasco"," 2015_1º","3589"
"4394","País Vasco"," 2015_2º","4204"
"4395","País Vasco"," 2015_3º","3590"
"4396","País Vasco"," 2015_4º","5185"
"4397","País Vasco"," 2016_1º","4389"
"4398","País Vasco"," 2016_2º","5131"
"4399","País Vasco"," 2016_3º","3874"
"4400","País Vasco"," 2016_4º","5336"
"4401","País Vasco"," 2017_1º","5250"
"4402","País Vasco"," 2017_2º","5617"
"4403","País Vasco"," 2017_3º","4308"
"4404","País Vasco"," 2017_4º","5734"
