"","Provincia","Año_Trimestre","Transacciones"
"665","Málaga"," 2019_1º","7594"
"666","Málaga"," 2019_2º","8135"
"667","Málaga"," 2019_3º","6818"
"668","Málaga"," 2019_4º","8329"
"669","Málaga"," 2020_1º","6427"
"670","Málaga"," 2020_2º","3759"
"671","Málaga"," 2020_3º","6701"
"672","Málaga"," 2020_4º","8133"
"673","Málaga"," 2021_1º","7080"
"674","Málaga"," 2021_2º","9395"
"675","Málaga"," 2021_3º","9232"
"676","Málaga"," 2021_4º","12142"
"677","Málaga"," 2022_1º","10483"
"678","Málaga"," 2022_2º","12415"
"679","Málaga"," 2022_3º","9891"
"680","Málaga"," 2022_4º","9400"
"681","Málaga"," 2023_1º","8696"
"682","Málaga"," 2023_2 (**)","9961"
"683","Málaga"," 2004_1º","8990"
"684","Málaga"," 2004_2º","10100"
"685","Málaga"," 2004_3º","8135"
"686","Málaga"," 2004_4º","9874"
"687","Málaga"," 2005_1º","8799"
"688","Málaga"," 2005_2º","10384"
"689","Málaga"," 2005_3º","9271"
"690","Málaga"," 2005_4º","10111"
"691","Málaga"," 2006_1º","9079"
"692","Málaga"," 2006_2º","10609"
"693","Málaga"," 2006_3º","9393"
"694","Málaga"," 2006_4º","9971"
"695","Málaga"," 2007_1º","11489"
"696","Málaga"," 2007_2º","10490"
"697","Málaga"," 2007_3º","8743"
"698","Málaga"," 2007_4º","9592"
"699","Málaga"," 2008_1º","7454"
"700","Málaga"," 2008_2º","7265"
"701","Málaga"," 2008_3º","5579"
"702","Málaga"," 2008_4º","6132"
"703","Sevilla"," 2009_1º","4260"
"704","Sevilla"," 2009_2º","4975"
"705","Sevilla"," 2009_3º","3405"
"706","Sevilla"," 2009_4º","4838"
"707","Sevilla"," 2010_1º","4004"
"708","Sevilla"," 2010_2º","5265"
"709","Sevilla"," 2010_3º","2764"
"710","Sevilla"," 2010_4º","5573"
"711","Sevilla"," 2011_1º","3058"
"712","Sevilla"," 2011_2º","3388"
"713","Sevilla"," 2011_3º","2557"
"714","Sevilla"," 2011_4º","4046"
"715","Sevilla"," 2012_1º","2757"
"716","Sevilla"," 2012_2º","2932"
"717","Sevilla"," 2012_3º","2646"
"718","Sevilla"," 2012_4º","5893"
"719","Sevilla"," 2013_1º","2347"
"720","Sevilla"," 2013_2º","2704"
"721","Sevilla"," 2013_3º","2519"
"722","Sevilla"," 2013_4º","3145"
"723","Sevilla"," 2014_1º","3043"
"724","Sevilla"," 2014_2º","3064"
"725","Sevilla"," 2014_3º","2605"
"726","Sevilla"," 2014_4º","3711"
"727","Sevilla"," 2015_1º","3076"
"728","Sevilla"," 2015_2º","3285"
"729","Sevilla"," 2015_3º","2883"
"730","Sevilla"," 2015_4º","3553"
"731","Sevilla"," 2016_1º","3323"
"732","Sevilla"," 2016_2º","4036"
"733","Sevilla"," 2016_3º","3018"
"734","Sevilla"," 2016_4º","3801"
"735","Sevilla"," 2017_1º","3871"
"736","Sevilla"," 2017_2º","4288"
"737","Sevilla"," 2017_3º","3573"
"738","Sevilla"," 2017_4º","4381"
"739","Sevilla"," 2018_1º","4504"
"740","Sevilla"," 2018_2º","5316"
"741","Sevilla"," 2018_3º","4614"
"742","Sevilla"," 2018_4º","5112"
"743","Sevilla"," 2019_1º","4879"
"744","Sevilla"," 2019_2º","5249"
"745","Sevilla"," 2019_3º","4248"
"746","Sevilla"," 2019_4º","5915"
"747","Sevilla"," 2020_1º","4240"
"748","Sevilla"," 2020_2º","3236"
"749","Sevilla"," 2020_3º","4685"
"750","Sevilla"," 2020_4º","5976"
"751","Sevilla"," 2021_1º","5398"
"752","Sevilla"," 2021_2º","6714"
"753","Sevilla"," 2021_3º","5748"
"754","Sevilla"," 2021_4º","6932"
"755","Sevilla"," 2022_1º","6207"
"756","Sevilla"," 2022_2º","6787"
"757","Sevilla"," 2022_3º","5903"
"758","Sevilla"," 2022_4º","6112"
"759","Sevilla"," 2023_1º","5813"
"760","Sevilla"," 2023_2 (**)","5708"
"761","Sevilla"," 2004_1º","6410"
"762","Sevilla"," 2004_2º","6673"
"763","Sevilla"," 2004_3º","5898"
"764","Sevilla"," 2004_4º","7502"
"765","Sevilla"," 2005_1º","5743"
"766","Sevilla"," 2005_2º","6739"
"767","Sevilla"," 2005_3º","5612"
"768","Sevilla"," 2005_4º","6921"
"769","Sevilla"," 2006_1º","6947"
"770","Sevilla"," 2006_2º","8022"
"771","Sevilla"," 2006_3º","7168"
"772","Sevilla"," 2006_4º","7675"
"773","Sevilla"," 2007_1º","9469"
"774","Sevilla"," 2007_2º","8124"
"775","Sevilla"," 2007_3º","7103"
"776","Sevilla"," 2007_4º","7707"
"777","Sevilla"," 2008_1º","6564"
"778","Sevilla"," 2008_2º","6272"
"779","Sevilla"," 2008_3º","4486"
"780","Sevilla"," 2008_4º","4859"
"781","Aragón"," 2009_1º","3037"
"782","Aragón"," 2009_2º","4102"
"783","Aragón"," 2009_3º","3568"
"784","Aragón"," 2009_4º","3951"
"785","Aragón"," 2010_1º","3385"
"786","Aragón"," 2010_2º","5042"
"787","Aragón"," 2010_3º","2172"
"788","Aragón"," 2010_4º","4474"
"789","Aragón"," 2011_1º","1834"
"790","Aragón"," 2011_2º","2378"
"791","Aragón"," 2011_3º","2135"
"792","Aragón"," 2011_4º","2913"
"793","Aragón"," 2012_1º","2027"
"794","Aragón"," 2012_2º","2231"
"795","Aragón"," 2012_3º","2112"
"796","Aragón"," 2012_4º","4678"
"797","Aragón"," 2013_1º","1447"
"798","Aragón"," 2013_2º","2127"
"799","Aragón"," 2013_3º","1740"
"800","Aragón"," 2013_4º","2287"
"801","Aragón"," 2014_1º","2088"
"802","Aragón"," 2014_2º","2433"
"803","Aragón"," 2014_3º","2218"
"804","Aragón"," 2014_4º","3181"
"805","Aragón"," 2015_1º","2231"
"806","Aragón"," 2015_2º","2809"
"807","Aragón"," 2015_3º","2611"
"808","Aragón"," 2015_4º","3666"
"809","Aragón"," 2016_1º","2159"
"810","Aragón"," 2016_2º","3200"
"811","Aragón"," 2016_3º","2936"
"812","Aragón"," 2016_4º","3393"
"813","Aragón"," 2017_1º","3150"
"814","Aragón"," 2017_2º","3630"
"815","Aragón"," 2017_3º","3204"
"816","Aragón"," 2017_4º","4004"
"817","Aragón"," 2018_1º","3593"
"818","Aragón"," 2018_2º","4298"
"819","Aragón"," 2018_3º","3367"
"820","Aragón"," 2018_4º","4241"
"821","Aragón"," 2019_1º","3630"
"822","Aragón"," 2019_2º","4039"
"823","Aragón"," 2019_3º","3365"
"824","Aragón"," 2019_4º","4331"
"825","Aragón"," 2020_1º","2889"
"826","Aragón"," 2020_2º","2237"
"827","Aragón"," 2020_3º","3692"
"828","Aragón"," 2020_4º","4753"
"829","Aragón"," 2021_1º","3773"
"830","Aragón"," 2021_2º","4666"
"831","Aragón"," 2021_3º","4105"
"832","Aragón"," 2021_4º","4941"
"833","Aragón"," 2022_1º","4330"
"834","Aragón"," 2022_2º","5162"
"835","Aragón"," 2022_3º","4457"
"836","Aragón"," 2022_4º","4746"
"837","Aragón"," 2023_1º","4008"
"838","Aragón"," 2023_2 (**)","4626"
"839","Aragón"," 2004_1º","4662"
"840","Aragón"," 2004_2º","6157"
"841","Aragón"," 2004_3º","5884"
"842","Aragón"," 2004_4º","6163"
"843","Aragón"," 2005_1º","5321"
"844","Aragón"," 2005_2º","7314"
"845","Aragón"," 2005_3º","6534"
"846","Aragón"," 2005_4º","6516"
"847","Aragón"," 2006_1º","6437"
"848","Aragón"," 2006_2º","6757"
"849","Aragón"," 2006_3º","4403"
"850","Aragón"," 2006_4º","6561"
"851","Aragón"," 2007_1º","6421"
"852","Aragón"," 2007_2º","6543"
"853","Aragón"," 2007_3º","5085"
"854","Aragón"," 2007_4º","5309"
"855","Aragón"," 2008_1º","4344"
"856","Aragón"," 2008_2º","4799"
"857","Aragón"," 2008_3º","3290"
"858","Aragón"," 2008_4º","3950"
"859","Huesca"," 2009_1º","743"
"860","Huesca"," 2009_2º","767"
"861","Huesca"," 2009_3º","652"
"862","Huesca"," 2009_4º","776"
"863","Huesca"," 2010_1º","663"
"864","Huesca"," 2010_2º","865"
"865","Huesca"," 2010_3º","375"
"866","Huesca"," 2010_4º","787"
"867","Huesca"," 2011_1º","405"
"868","Huesca"," 2011_2º","494"
"869","Huesca"," 2011_3º","431"
"870","Huesca"," 2011_4º","524"
"871","Huesca"," 2012_1º","438"
"872","Huesca"," 2012_2º","397"
"873","Huesca"," 2012_3º","501"
"874","Huesca"," 2012_4º","871"
"875","Huesca"," 2013_1º","274"
"876","Huesca"," 2013_2º","526"
"877","Huesca"," 2013_3º","418"
"878","Huesca"," 2013_4º","455"
"879","Huesca"," 2014_1º","373"
"880","Huesca"," 2014_2º","491"
"881","Huesca"," 2014_3º","432"
"882","Huesca"," 2014_4º","654"
"883","Huesca"," 2015_1º","430"
"884","Huesca"," 2015_2º","482"
"885","Huesca"," 2015_3º","493"
"886","Huesca"," 2015_4º","801"
"887","Huesca"," 2016_1º","421"
"888","Huesca"," 2016_2º","611"
"889","Huesca"," 2016_3º","571"
"890","Huesca"," 2016_4º","773"
"891","Huesca"," 2017_1º","649"
"892","Huesca"," 2017_2º","729"
"893","Huesca"," 2017_3º","562"
"894","Huesca"," 2017_4º","901"
"895","Huesca"," 2018_1º","735"
"896","Huesca"," 2018_2º","808"
"897","Huesca"," 2018_3º","691"
"898","Huesca"," 2018_4º","921"
"899","Huesca"," 2019_1º","839"
"900","Huesca"," 2019_2º","753"
"901","Huesca"," 2019_3º","621"
"902","Huesca"," 2019_4º","825"
"903","Huesca"," 2020_1º","536"
"904","Huesca"," 2020_2º","425"
"905","Huesca"," 2020_3º","839"
"906","Huesca"," 2020_4º","969"
"907","Huesca"," 2021_1º","632"
"908","Huesca"," 2021_2º","907"
"909","Huesca"," 2021_3º","853"
"910","Huesca"," 2021_4º","1064"
"911","Huesca"," 2022_1º","899"
"912","Huesca"," 2022_2º","1004"
"913","Huesca"," 2022_3º","854"
"914","Huesca"," 2022_4º","855"
"915","Huesca"," 2023_1º","762"
"916","Huesca"," 2023_2 (**)","1028"
"917","Huesca"," 2004_1º","669"
"918","Huesca"," 2004_2º","1226"
"919","Huesca"," 2004_3º","1305"
"920","Huesca"," 2004_4º","1236"
"921","Huesca"," 2005_1º","1157"
"922","Huesca"," 2005_2º","1331"
"923","Huesca"," 2005_3º","1451"
"924","Huesca"," 2005_4º","1766"
"925","Huesca"," 2006_1º","1457"
"926","Huesca"," 2006_2º","1652"
"927","Huesca"," 2006_3º","1255"
"928","Huesca"," 2006_4º","1543"
"929","Huesca"," 2007_1º","1626"
"930","Huesca"," 2007_2º","1554"
"931","Huesca"," 2007_3º","1518"
"932","Huesca"," 2007_4º","1287"
"933","Huesca"," 2008_1º","1277"
"934","Huesca"," 2008_2º","1273"
"935","Huesca"," 2008_3º","899"
"936","Huesca"," 2008_4º","805"
"937","Teruel"," 2009_1º","410"
"938","Teruel"," 2009_2º","296"
"939","Teruel"," 2009_3º","469"
"940","Teruel"," 2009_4º","381"
"941","Teruel"," 2010_1º","353"
"942","Teruel"," 2010_2º","658"
"943","Teruel"," 2010_3º","264"
"944","Teruel"," 2010_4º","449"
"945","Teruel"," 2011_1º","258"
"946","Teruel"," 2011_2º","241"
"947","Teruel"," 2011_3º","293"
"948","Teruel"," 2011_4º","444"
"949","Teruel"," 2012_1º","204"
"950","Teruel"," 2012_2º","214"
"951","Teruel"," 2012_3º","248"
"952","Teruel"," 2012_4º","549"
"953","Teruel"," 2013_1º","157"
"954","Teruel"," 2013_2º","214"
"955","Teruel"," 2013_3º","201"
"956","Teruel"," 2013_4º","313"
"957","Teruel"," 2014_1º","214"
"958","Teruel"," 2014_2º","248"
"959","Teruel"," 2014_3º","247"
"960","Teruel"," 2014_4º","316"
"961","Teruel"," 2015_1º","250"
"962","Teruel"," 2015_2º","250"
"963","Teruel"," 2015_3º","248"
"964","Teruel"," 2015_4º","411"
"965","Teruel"," 2016_1º","222"
"966","Teruel"," 2016_2º","245"
"967","Teruel"," 2016_3º","265"
"968","Teruel"," 2016_4º","301"
"969","Teruel"," 2017_1º","234"
"970","Teruel"," 2017_2º","279"
"971","Teruel"," 2017_3º","300"
"972","Teruel"," 2017_4º","380"
"973","Teruel"," 2018_1º","311"
"974","Teruel"," 2018_2º","365"
"975","Teruel"," 2018_3º","306"
"976","Teruel"," 2018_4º","433"
"977","Teruel"," 2019_1º","375"
"978","Teruel"," 2019_2º","361"
"979","Teruel"," 2019_3º","332"
"980","Teruel"," 2019_4º","472"
"981","Teruel"," 2020_1º","294"
"982","Teruel"," 2020_2º","220"
"983","Teruel"," 2020_3º","434"
"984","Teruel"," 2020_4º","439"
"985","Teruel"," 2021_1º","366"
"986","Teruel"," 2021_2º","466"
"987","Teruel"," 2021_3º","497"
"988","Teruel"," 2021_4º","569"
"989","Teruel"," 2022_1º","439"
"990","Teruel"," 2022_2º","459"
"991","Teruel"," 2022_3º","540"
"992","Teruel"," 2022_4º","591"
"993","Teruel"," 2023_1º","455"
"994","Teruel"," 2023_2 (**)","452"
"995","Teruel"," 2004_1º","444"
"996","Teruel"," 2004_2º","502"
"997","Teruel"," 2004_3º","541"
"998","Teruel"," 2004_4º","610"
"999","Teruel"," 2005_1º","422"
"1000","Teruel"," 2005_2º","497"
"1001","Teruel"," 2005_3º","504"
"1002","Teruel"," 2005_4º","572"
"1003","Teruel"," 2006_1º","651"
"1004","Teruel"," 2006_2º","653"
"1005","Teruel"," 2006_3º","438"
"1006","Teruel"," 2006_4º","660"
"1007","Teruel"," 2007_1º","661"
"1008","Teruel"," 2007_2º","615"
"1009","Teruel"," 2007_3º","615"
"1010","Teruel"," 2007_4º","697"
"1011","Teruel"," 2008_1º","527"
"1012","Teruel"," 2008_2º","623"
"1013","Teruel"," 2008_3º","657"
"1014","Teruel"," 2008_4º","555"
"1015","Zaragoza"," 2009_1º","1884"
"1016","Zaragoza"," 2009_2º","3039"
"1017","Zaragoza"," 2009_3º","2447"
"1018","Zaragoza"," 2009_4º","2794"
"1019","Zaragoza"," 2010_1º","2369"
"1020","Zaragoza"," 2010_2º","3519"
"1021","Zaragoza"," 2010_3º","1533"
"1022","Zaragoza"," 2010_4º","3238"
"1023","Zaragoza"," 2011_1º","1171"
"1024","Zaragoza"," 2011_2º","1643"
"1025","Zaragoza"," 2011_3º","1411"
"1026","Zaragoza"," 2011_4º","1945"
"1027","Zaragoza"," 2012_1º","1385"
"1028","Zaragoza"," 2012_2º","1620"
"1029","Zaragoza"," 2012_3º","1363"
"1030","Zaragoza"," 2012_4º","3258"
"1031","Zaragoza"," 2013_1º","1016"
"1032","Zaragoza"," 2013_2º","1387"
"1033","Zaragoza"," 2013_3º","1121"
"1034","Zaragoza"," 2013_4º","1519"
"1035","Zaragoza"," 2014_1º","1501"
"1036","Zaragoza"," 2014_2º","1694"
"1037","Zaragoza"," 2014_3º","1539"
"1038","Zaragoza"," 2014_4º","2211"
"1039","Zaragoza"," 2015_1º","1551"
"1040","Zaragoza"," 2015_2º","2077"
"1041","Zaragoza"," 2015_3º","1870"
"1042","Zaragoza"," 2015_4º","2454"
"1043","Zaragoza"," 2016_1º","1516"
"1044","Zaragoza"," 2016_2º","2344"
"1045","Zaragoza"," 2016_3º","2100"
"1046","Zaragoza"," 2016_4º","2319"
"1047","Zaragoza"," 2017_1º","2267"
"1048","Zaragoza"," 2017_2º","2622"
"1049","Zaragoza"," 2017_3º","2342"
"1050","Zaragoza"," 2017_4º","2723"
"1051","Zaragoza"," 2018_1º","2547"
"1052","Zaragoza"," 2018_2º","3125"
"1053","Zaragoza"," 2018_3º","2370"
"1054","Zaragoza"," 2018_4º","2887"
"1055","Zaragoza"," 2019_1º","2416"
"1056","Zaragoza"," 2019_2º","2925"
"1057","Zaragoza"," 2019_3º","2412"
"1058","Zaragoza"," 2019_4º","3034"
"1059","Zaragoza"," 2020_1º","2059"
"1060","Zaragoza"," 2020_2º","1592"
"1061","Zaragoza"," 2020_3º","2419"
"1062","Zaragoza"," 2020_4º","3345"
"1063","Zaragoza"," 2021_1º","2775"
"1064","Zaragoza"," 2021_2º","3293"
"1065","Zaragoza"," 2021_3º","2755"
"1066","Zaragoza"," 2021_4º","3308"
"1067","Zaragoza"," 2022_1º","2992"
"1068","Zaragoza"," 2022_2º","3699"
"1069","Zaragoza"," 2022_3º","3063"
"1070","Zaragoza"," 2022_4º","3300"
"1071","Zaragoza"," 2023_1º","2791"
"1072","Zaragoza"," 2023_2 (**)","3146"
"1073","Zaragoza"," 2004_1º","3549"
"1074","Zaragoza"," 2004_2º","4429"
"1075","Zaragoza"," 2004_3º","4038"
"1076","Zaragoza"," 2004_4º","4317"
"1077","Zaragoza"," 2005_1º","3742"
"1078","Zaragoza"," 2005_2º","5486"
"1079","Zaragoza"," 2005_3º","4579"
"1080","Zaragoza"," 2005_4º","4178"
"1081","Zaragoza"," 2006_1º","4329"
"1082","Zaragoza"," 2006_2º","4452"
"1083","Zaragoza"," 2006_3º","2710"
"1084","Zaragoza"," 2006_4º","4358"
"1085","Zaragoza"," 2007_1º","4134"
"1086","Zaragoza"," 2007_2º","4374"
"1087","Zaragoza"," 2007_3º","2952"
"1088","Zaragoza"," 2007_4º","3325"
"1089","Zaragoza"," 2008_1º","2540"
"1090","Zaragoza"," 2008_2º","2903"
"1091","Zaragoza"," 2008_3º","1734"
"1092","Zaragoza"," 2008_4º","2590"
"1093","Asturias (Principado de)"," 2009_1º","2469"
"1094","Asturias (Principado de)"," 2009_2º","2696"
"1095","Asturias (Principado de)"," 2009_3º","2713"
"1096","Asturias (Principado de)"," 2009_4º","3297"
"1097","Asturias (Principado de)"," 2010_1º","2562"
"1098","Asturias (Principado de)"," 2010_2º","3856"
"1099","Asturias (Principado de)"," 2010_3º","1649"
"1100","Asturias (Principado de)"," 2010_4º","3759"
"1101","Asturias (Principado de)"," 2011_1º","1674"
"1102","Asturias (Principado de)"," 2011_2º","2025"
"1103","Asturias (Principado de)"," 2011_3º","1522"
"1104","Asturias (Principado de)"," 2011_4º","2487"
"1105","Asturias (Principado de)"," 2012_1º","1423"
"1106","Asturias (Principado de)"," 2012_2º","1632"
"1107","Asturias (Principado de)"," 2012_3º","1436"
"1108","Asturias (Principado de)"," 2012_4º","2822"
"1109","Asturias (Principado de)"," 2013_1º","816"
"1110","Asturias (Principado de)"," 2013_2º","1249"
"1111","Asturias (Principado de)"," 2013_3º","1091"
"1112","Asturias (Principado de)"," 2013_4º","1404"
"1113","Asturias (Principado de)"," 2014_1º","1220"
"1114","Asturias (Principado de)"," 2014_2º","1432"
"1115","Asturias (Principado de)"," 2014_3º","1438"
"1116","Asturias (Principado de)"," 2014_4º","1825"
"1117","Asturias (Principado de)"," 2015_1º","1334"
"1118","Asturias (Principado de)"," 2015_2º","1665"
"1119","Asturias (Principado de)"," 2015_3º","1606"
"1120","Asturias (Principado de)"," 2015_4º","1911"
"1121","Asturias (Principado de)"," 2016_1º","1718"
"1122","Asturias (Principado de)"," 2016_2º","1941"
"1123","Asturias (Principado de)"," 2016_3º","1894"
"1124","Asturias (Principado de)"," 2016_4º","2049"
"1125","Asturias (Principado de)"," 2017_1º","2134"
"1126","Asturias (Principado de)"," 2017_2º","2338"
"1127","Asturias (Principado de)"," 2017_3º","2126"
"1128","Asturias (Principado de)"," 2017_4º","2618"
"1129","Asturias (Principado de)"," 2018_1º","2316"
"1130","Asturias (Principado de)"," 2018_2º","2799"
"1131","Asturias (Principado de)"," 2018_3º","2431"
"1132","Asturias (Principado de)"," 2018_4º","2640"
"1133","Asturias (Principado de)"," 2019_1º","2558"
"1134","Asturias (Principado de)"," 2019_2º","2592"
"1135","Asturias (Principado de)"," 2019_3º","2105"
"1136","Asturias (Principado de)"," 2019_4º","2865"
"1137","Asturias (Principado de)"," 2020_1º","2222"
"1138","Asturias (Principado de)"," 2020_2º","1605"
"1139","Asturias (Principado de)"," 2020_3º","3068"
"1140","Asturias (Principado de)"," 2020_4º","3307"
"1141","Asturias (Principado de)"," 2021_1º","2743"
"1142","Asturias (Principado de)"," 2021_2º","3494"
"1143","Asturias (Principado de)"," 2021_3º","3120"
"1144","Asturias (Principado de)"," 2021_4º","3644"
"1145","Asturias (Principado de)"," 2022_1º","3471"
"1146","Asturias (Principado de)"," 2022_2º","3618"
"1147","Asturias (Principado de)"," 2022_3º","3349"
"1148","Asturias (Principado de)"," 2022_4º","3425"
"1149","Asturias (Principado de)"," 2023_1º","3391"
"1150","Asturias (Principado de)"," 2023_2 (**)","3734"
"1151","Asturias (Principado de)"," 2004_1º","4191"
"1152","Asturias (Principado de)"," 2004_2º","5053"
"1153","Asturias (Principado de)"," 2004_3º","4154"
"1154","Asturias (Principado de)"," 2004_4º","4980"
"1155","Asturias (Principado de)"," 2005_1º","4004"
"1156","Asturias (Principado de)"," 2005_2º","4755"
"1157","Asturias (Principado de)"," 2005_3º","4755"
"1158","Asturias (Principado de)"," 2005_4º","5825"
"1159","Asturias (Principado de)"," 2006_1º","4903"
"1160","Asturias (Principado de)"," 2006_2º","5149"
"1161","Asturias (Principado de)"," 2006_3º","5054"
"1162","Asturias (Principado de)"," 2006_4º","6075"
"1163","Asturias (Principado de)"," 2007_1º","5070"
"1164","Asturias (Principado de)"," 2007_2º","5047"
"1165","Asturias (Principado de)"," 2007_3º","4925"
"1166","Asturias (Principado de)"," 2007_4º","4647"
"1167","Asturias (Principado de)"," 2008_1º","4293"
"1168","Asturias (Principado de)"," 2008_2º","4043"
"1169","Asturias (Principado de)"," 2008_3º","3361"
"1170","Asturias (Principado de)"," 2008_4º","3112"
"1171","Balears (Illes)"," 2009_1º","1938"
"1172","Balears (Illes)"," 2009_2º","2368"
"1173","Balears (Illes)"," 2009_3º","2231"
"1174","Balears (Illes)"," 2009_4º","2947"
"1175","Balears (Illes)"," 2010_1º","2223"
"1176","Balears (Illes)"," 2010_2º","3267"
"1177","Balears (Illes)"," 2010_3º","1954"
"1178","Balears (Illes)"," 2010_4º","3498"
"1179","Balears (Illes)"," 2011_1º","1838"
"1180","Balears (Illes)"," 2011_2º","2303"
"1181","Balears (Illes)"," 2011_3º","1922"
"1182","Balears (Illes)"," 2011_4º","2772"
"1183","Balears (Illes)"," 2012_1º","1715"
"1184","Balears (Illes)"," 2012_2º","2081"
"1185","Balears (Illes)"," 2012_3º","2140"
"1186","Balears (Illes)"," 2012_4º","3523"
"1187","Balears (Illes)"," 2013_1º","1375"
"1188","Balears (Illes)"," 2013_2º","2113"
"1189","Balears (Illes)"," 2013_3º","1991"
"1190","Balears (Illes)"," 2013_4º","2768"
"1191","Balears (Illes)"," 2014_1º","2304"
"1192","Balears (Illes)"," 2014_2º","2548"
"1193","Balears (Illes)"," 2014_3º","2645"
"1194","Balears (Illes)"," 2014_4º","3475"
"1195","Balears (Illes)"," 2015_1º","2650"
"1196","Balears (Illes)"," 2015_2º","3306"
"1197","Balears (Illes)"," 2015_3º","3024"
"1198","Balears (Illes)"," 2015_4º","3972"
"1199","Balears (Illes)"," 2016_1º","3470"
"1200","Balears (Illes)"," 2016_2º","4336"
"1201","Balears (Illes)"," 2016_3º","3542"
"1202","Balears (Illes)"," 2016_4º","4534"
"1203","Balears (Illes)"," 2017_1º","4479"
"1204","Balears (Illes)"," 2017_2º","5012"
"1205","Balears (Illes)"," 2017_3º","4093"
"1206","Balears (Illes)"," 2017_4º","4806"
"1207","Balears (Illes)"," 2018_1º","4168"
"1208","Balears (Illes)"," 2018_2º","5097"
"1209","Balears (Illes)"," 2018_3º","3705"
"1210","Balears (Illes)"," 2018_4º","4496"
"1211","Balears (Illes)"," 2019_1º","3805"
"1212","Balears (Illes)"," 2019_2º","4016"
"1213","Balears (Illes)"," 2019_3º","3485"
"1214","Balears (Illes)"," 2019_4º","4386"
"1215","Balears (Illes)"," 2020_1º","3133"
